0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.9147479657938387,0.9037537096168673,0.8860538898911774,0.8628226406200266,0.8473099618159894,0.8163354683566413,0.8113664285475501,0.8449634013776313,0.8786440957847643,0.9027849870252089,0.9053532799659239,0.905389293198618,0.9093936088569852,0.9178937314240485,0.9183443840929988,0.9166917271483042,0.9060604301537347,0.8900505524435223,0.8862155533201406,0.8978967576976447,0.9133161199099289,0.9191277476202389,0.9072576655363138,0.8319802888875663,0.7530942468903434,0.6663426531608407,0.5776617659104488,0.4889759190427867,0.4010431566518231,0.321655924411163,0.23589058092976334,0.14732329110856357,0.06463098502522291,0.0,0.021248997748448906,0.08401275563580901,0.1432731836444523,0.20560859051041547,0.282525236568399,0.36490980536842166,0.45343954398857234,0.5381271978986797,0.6182441283804119,0.7014310629045861,0.780322897040197,0.8485092414045361,0.8896702786320636,0.9023796210580459,0.8924257427312108,0.8764131597341944,0.859597431660492,0.842723334557349,0.8224292504803172,0.7984110743300212,0.7988818330206093,0.8358163795174891,0.8778986082267466,0.9057796967182778,0.9128408940017063,0.9056305078161231,0.9057047848076987,0.9137078683189312,0.918301255729917,0.9181976894520243,0.9116176890301031,0.9083021288724586,0.893929743247065,0.8855624644445352,0.9037507037326347,0.9130984688756676,0.9197570608960806,0.8940892735431001,0.8106517035625884,0.7221788505312656,0.6419864879873127,0.5791801889040398,0.5164798759381992,0.44025020020715555,0.35642178566837357,0.26782295535299916,0.1829334399684459,0.10308704089821696,0.030133615166937577,0.04058345130618801,0.1209469086706052,0.2033268511415276,0.2855549841864824,0.37409667121584933,0.46029031015642685,0.5394723432633364,0.6265406067797468,0.7062363183209819,0.7903748960040502,0.8558816911729454,0.888515274841059,0.8913213004568485,0.8808394100780681,0.8659269467794586,0.8535023432635851,0.8284104239532664,0.7978579873535943,0.7782417434856559,0.7897384269500212,0.83230098770397,0.8678090037170609,0.8879729473573874,0.8917754027209337,0.8842515784340332,0.890351036356521,0.8928733346769133,0.9029181862028384,0.9092405738057325,0.915555025456362,0.9217090874348177,0.9251093278914324,0.9086282490150472,0.9236430055184035,0.9404515777130584,0.95136512500127,0.9443210844572463,0.8908006054860598,0.8072846835083947,0.7273629816198641,0.6397845423666559,0.5599919052651117,0.47479171204099013,0.3869392258006865,0.3076262664873701,0.22173240543150174,0.13419200378384155,0.06050188625190289,0.04915477162259285,0.1186454016834444,0.20605649498789225,0.2945618847619367,0.37637705992078074,0.4592275719709855,0.5476947572167652,0.6303559901977249,0.7114604861468325,0.7900998233506169,0.8608145613708775,0.9038587958994551,0.9463684414289466,0.9391914273912019,0.899437558375795,0.8351313009406198,0.7569486589174812,0.6700697685956687,0.625272914060623,0.6880564990519102,0.7760959769917297,0.8584309151546703,0.938616912559233,0.9993525893769231,1.0000000000000002,0.9875658018748454,0.9705624034259259,0.956057436027969,0.9563905304229421,0.9690773379009407,0.9598188808157528,0.9502478486593302,0.9485495913134747,0.9412100286250455,0.9293603045054508,0.9265247067843931,0.9285083371860472,0.9293303304459306,0.9350301824513851,0.9234688816065375,0.8961802513561803,0.8573093421979878,0.8254920082461015,0.837112980337656,0.8658554301972237,0.8904428681280379,0.9084755680175458,0.9195640308493906,0.9242309704720058,0.9317255617466678,0.9122965497290407,0.8662676231679851,0.7978348555006594,0.7189532980778288,0.6352494574792455,0.5517905687570415,0.5271210721861888,0.6024019912011167,0.6883372990147263,0.7676107562811396,0.8541260130328985,0.9313675072186587,0.97965028730488,0.9662930781157522,0.9532513534674532,0.9383082496203408,0.9289317493085141,0.9428943772161575,0.9494663513755526,0.950464324352865,0.9568251235610836,0.9501942691308527,0.949523831820952,0.9495233982447691,0.9495215915649864,0.9481905190582378,0.9309795644707293,0.8987149996013721,0.8588673506789488,0.8415163819531786,0.8605154844841338,0.8843005806740567,0.9030658650698935,0.9191933365736082,0.9302085838025695,0.9360326349412416,0.9247823435137914,0.887417509033084,0.8359450556547701,0.7585503089980634,0.6769885362983195,0.5953382085906158,0.5125194065156775,0.4312618528520451,0.44432071403283624,0.5301354383407204,0.6140155685919373,0.6948814254429658,0.7827749775010411,0.8628567112719934,0.942585228407254,0.9805990823056929,0.9592349059188641,0.9546341970248322,0.941025938589241,0.929399996050251,0.9374845348864074,0.9489825661393911,0.950097642068233,0.9572323597906827,0.9565482580808238,0.9490999976381327,0.9391989049894816,0.9449479629881539,0.9491010300059808,0.9384599378260428,0.9103064871845177,0.8738021888063285,0.8561856389244691,0.8808059617261186,0.9037460834240558,0.9255080276151586,0.9418592271518442,0.9493289629916559
